date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise_hhmm,sunrise_unixtime,sunrise_f,sunset_hhmm,sunset_unixtime,sunset_f,daylight,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2024-08-29,21.7,17.96,17.64,13.6,28,,97,77.6,74.5,52,18.7,13.8,13.7,8.7,37,23.21,26,15,40,25,101.43,100.98,101.09,100.75,98.58,98.14,98.25,97.91,24100,20895.8,14450,4800,1.7,1.3,1.4,1,0.4,0,12.6,10.6,7.6,10.9,,,,06:40:00,1724931600,6.67,20:17:00,1724980620,20.28,13.62,4,6,23,23,11,12,,,,,,8,6.7,5,2,,,,
2024-08-28,26.2,18.17,17.75,9.3,29,,96,74.5,74,52,15.8,13.1,12.2,8.7,34,20.12,19.5,5,35,14,102.13,101.81,101.79,101.45,99.22,98.93,98.9,98.58,24100,23300,20100,16100,3,1.7,2,1,0.2,0,12.8,10.8,7.8,0.3,,,,06:39:00,1724845140,6.65,20:19:00,1724894340,20.32,13.67,6,6,26,26,16,16,,,,,,8,4.1,4,0,,,,
2024-08-27,17.4,13.46,12.75,8.1,,,99,83,81.5,64,11.8,10.5,10.1,8.3,20,11,12.5,5,,,102.38,102.27,102.27,102.16,99.46,99.36,99.35,99.24,24100,23566.7,20100,16100,3,1.6,2,1,5.2,0,7.8,5.8,2.8,0,,,,06:37:00,1724758620,6.62,20:21:00,1724808060,20.35,13.73,5,5,20,20,9,9,,,,,,8,5,4,0,,,,
2024-08-26,22,16.96,16.1,10.2,,,95,75.6,74.5,54,15.3,12.3,12.4,9.6,21,15,14,7,31,28,102.27,102.08,101.95,101.64,99.37,99.2,99.08,98.78,24100,24100,24100,24100,2,1.4,1.5,1,1.9,0,11.1,9.1,6.1,0,,,,06:36:00,1724672160,6.6,20:23:00,1724721780,20.38,13.78,6,6,23,23,9,11,,,,,,8,3.3,4,0,,,,
2024-08-25,30.7,24.45,23.7,16.7,41,,96,81.3,81.5,67,23.5,21,20.5,17.5,28,17.5,17.5,7,41,15,101.59,101.12,101.23,100.88,98.73,98.3,98.39,98.06,24100,20262.5,13250,2400,2.1,2,2,2,0,5.7,18.7,16.7,13.7,0,,,,06:35:00,1724585700,6.58,20:25:00,1724635500,20.42,13.83,6,6,33,33,14,16,,,,,,8,6,4,0,,,,
2024-08-24,31.2,24.53,24.04,16.9,40,,99,76.2,77,55,21.3,19.7,18.8,16.2,40,20.83,23.5,7,39,14,101.56,101.33,101.32,101.09,98.71,98.49,98.49,98.26,24100,21033.3,18500,12900,5,2.4,3.5,2,0,6,19,17,14,0,,,,06:33:00,1724499180,6.55,20:27:00,1724549220,20.45,13.9,6,6,30,30,21,21,,,,,,8,4.4,4,0,,,,
2024-08-23,28,21.21,22.55,17.1,34,,100,84.2,75.5,51,19.7,18,18.2,16.7,14,9.67,7,0,,,101.57,101.5,101.49,101.4,98.71,98.64,98.62,98.54,24100,14895.8,12350,600,4,2.2,2.5,1,0,4.5,17.6,15.6,12.6,0,,,,06:32:00,1724412720,6.53,20:29:00,1724462940,20.48,13.95,6,6,29,29,13,17,,,,,,8,3.2,4.5,1,,,,
2024-08-22,26.2,21.11,21.4,16.6,33,,100,82.5,83,66,20.2,17.9,17.9,15.7,27,16.62,15.5,4,41,19,101.53,101.33,101.36,101.19,98.68,98.48,98.51,98.35,24100,22029.2,14450,4800,3,2.2,2.5,1.9,0,3.4,16.4,14.4,11.4,3,,,,06:30:00,1724326200,6.5,20:31:00,1724376660,20.52,14.02,4,5,25,25,13,13,,,,,,8,5.7,4,0,,,,
2024-08-21,27.2,21.54,21.5,15.8,33,,94,74.9,76,58,18.5,16.7,16.7,14.9,41,26.67,29,17,52,18,101.95,101.72,101.72,101.49,99.09,98.87,98.86,98.64,24100,18033.3,18500,12900,3,2.7,2.5,2,0,3.5,16.5,14.5,11.5,0,,,,06:29:00,1724239740,6.48,20:33:00,1724290380,20.55,14.07,7,7,28,28,17,17,,,,,,8,4.8,4.5,1,,,,
2024-08-20,30.4,23.57,24.04,17.7,36,,87,69.4,69.5,52,19.6,17.5,17.4,15.2,27,19.42,18.5,10,36,17,102.11,101.92,101.91,101.71,99.25,99.06,99.06,98.86,19300,14633.3,14500,9700,4,3.2,3.5,3,0,6,19,17,14,0,,,,06:27:00,1724153220,6.45,20:35:00,1724204100,20.58,14.13,7,7,30,30,14,17,,,,,,8,4.2,4,0,,,,
2024-08-19,29.1,22.62,21.65,14.2,33,,94,64.5,67.5,41,16.7,15.1,15.1,13.5,20,9.96,10,0,,,102.33,102.19,102.2,102.07,99.45,99.32,99.33,99.21,24100,17433.3,18500,12900,4,3.2,3.5,2.9,0,3.6,16.6,14.7,11.7,0,,,,06:26:00,1724066760,6.43,20:37:00,1724117820,20.62,14.18,6,7,27,27,16,17,,,,,,7,4,3.5,0,,,,
2024-08-18,27.2,18.98,18.64,10.1,30,,100,75,71,42,17.6,13.7,14.2,10.7,11,6.04,5.5,0,,,102.09,102,101.99,101.89,99.22,99.12,99.12,99.01,24100,16762.5,15250,6400,7,3.6,4.5,2,0,0.6,13.6,11.6,8.6,0,,,,06:24:00,1723980240,6.4,20:39:00,1724031540,20.65,14.25,7,7,26,26,12,13,,,,,,8,3.2,4,0,,,,
2024-08-17,25.8,18.98,19.25,12.7,31,,98,80,77,56,17.6,15.2,15.2,12.8,17,10.5,10,3,,,101.88,101.79,101.78,101.68,99,98.92,98.9,98.81,20900,13295.8,13650,6400,6,4.1,4,2,0,1.2,14.2,12.2,9.2,0,,,,06:23:00,1723893780,6.38,20:41:00,1723945260,20.68,14.3,6,7,25,25,11,12,,,,,,7,3.5,3.5,0,,,,
2024-08-16,25.4,20.21,20.45,15.5,31,,99,86,80.5,62,19.9,17.6,17.9,15.9,26,16.88,17.5,9,39,34,101.67,101.34,101.33,101,98.8,98.48,98.48,98.15,24100,17033.3,16900,9700,9,3.9,5.5,2,0,2.5,15.4,13.4,10.4,0,,,,06:21:00,1723807260,6.35,20:43:00,1723858980,20.72,14.37,6,6,26,26,14,15,,,,,,8,6.2,4,0,,,,
2024-08-15,20.8,19.17,19.5,18.2,27,,99,95,91.5,84,19,18.3,18.3,17.6,27,17.58,19,11,35,2,101.05,100.85,100.9,100.75,98.22,98.01,98.07,97.91,24100,14229.2,13650,3200,3,2.2,2.2,1.5,0,1.5,14.5,12.5,9.5,28.9,,,,06:20:00,1723720800,6.33,20:45:00,1723772700,20.75,14.42,3,3,22,22,15,16,,,,,,8,8,8,8,,,,
2024-08-14,26.5,22.38,22.45,18.4,32,,84,70.9,71.5,59,18.6,16.8,16.9,15.1,31,20.21,22,13,32,16,101.6,101.35,101.36,101.11,98.76,98.51,98.52,98.28,24100,24100,24100,24100,2.3,2,2,1.8,0,4.5,17.4,15.4,12.4,0,,,,06:18:00,1723634280,6.3,20:47:00,1723686420,20.78,14.48,6,6,28,28,16,18,,,,,,8,6.7,4,0,,,,
2024-08-13,28.6,20.93,20.35,12.1,31,,90,63.6,65.5,41,15.3,13.3,13.1,10.8,24,14.62,14,4,36,16,101.92,101.77,101.75,101.58,99.05,98.91,98.89,98.72,24100,24100,24100,24100,2.5,2.2,2.2,2,0,2.4,15.3,13.3,10.3,0,,,,06:17:00,1723547820,6.28,20:49:00,1723600140,20.82,14.53,6,6,28,28,17,19,,,,,,7,3.5,3.5,0,,,,
2024-08-12,28.1,20.12,19.6,11.1,29,,94,62.2,65,36,13.1,11.7,11.8,10.4,14,6.67,7,0,,,102.05,101.9,101.89,101.74,99.17,99.03,99.02,98.88,24100,23566.7,21700,19300,3,2.3,2.4,1.8,0,1.6,14.6,12.6,9.6,0,,,,06:15:00,1723461300,6.25,20:51:00,1723513860,20.85,14.6,6,6,28,28,11,13,,,,,,5,2.2,2.5,0,,,,
2024-08-11,26.9,18.92,18.5,10.1,29,,95,68.4,66,37,14.8,12.2,12.2,9.7,17,11.12,10,3,,,101.98,101.88,101.89,101.79,99.09,99,99,98.92,24100,21766.7,20900,17700,3,2.2,2,1,0,0.5,13.5,11.5,8.5,0,,,,06:14:00,1723374840,6.23,20:52:00,1723427520,20.87,14.63,6,6,28,28,10,10,,,,,,4,1.7,2,0,,,,
2024-08-10,25.2,16.02,15.45,5.7,27,,99,74.4,68.5,38,14.2,10.7,10.1,5.9,23,15.04,16.5,10,33,30,102.11,101.98,101.97,101.83,99.21,99.08,99.08,98.94,24100,24100,24100,24100,2,1.1,1.5,1,2.5,0,10.4,8.4,5.5,0,,,,06:12:00,1723288320,6.2,20:54:00,1723341240,20.9,14.7,6,6,24,24,9,10,,,,,,7,3.4,3.5,0,,,,
2024-08-09,21.8,14.52,14.25,6.7,,,97,71.3,70,43,10.7,8.6,8.4,6.2,26,16.08,15,4,32,35,102.21,102.12,102.11,102.02,99.3,99.21,99.21,99.12,24100,23833.3,21700,19300,1.2,1,1.1,1,3.8,0,9.2,7.2,4.2,0.1,,,,06:11:00,1723201860,6.18,20:56:00,1723254960,20.93,14.75,6,6,20,20,9,9,,,,,,8,4.9,4,0,,,,
2024-08-08,18.9,13.55,14.6,10.3,,,98,78.8,75.5,53,11.2,9.7,9.6,7.9,41,23.62,26.5,12,54,36,102.11,101.75,101.74,101.38,99.2,98.86,98.85,98.5,24100,22566.7,16100,8100,1.1,1,1.1,1,3.4,0,9.6,7.6,4.6,1.6,,,,06:09:00,1723115340,6.15,20:58:00,1723168680,20.97,14.82,6,6,18,18,9,9,,,,,,8,7.5,7,6,,,,
2024-08-07,21.6,17.27,16.1,10.6,,,97,72.4,73.5,50,16.1,12.1,11.8,7.5,32,24.08,20.5,9,40,33,101.63,101.38,101.38,101.13,98.74,98.52,98.51,98.29,24100,23700,21700,19300,2,1.6,1.6,1.2,1.9,0,11.1,9.1,6.1,0,,,,06:08:00,1723028880,6.13,21:00:00,1723082400,21,14.87,5,5,21,21,10,10,,,,,,8,6.3,5.5,3,,,,
2024-08-06,25.8,18.32,17,8.2,27,,97,63.5,69,41,13.1,10.5,10.4,7.7,25,14,14.5,4,37,20,102.4,101.96,101.81,101.21,99.49,99.07,98.92,98.36,24100,24100,24100,24100,2.1,2,1.8,1.6,1,0,12,10,7,0,,,,06:06:00,1722942360,6.1,21:01:00,1722996060,21.02,14.92,7,7,25,25,15,15,,,,,,8,4.7,4,0,,,,
2024-08-05,23.8,16.81,16.6,9.4,,,96,66.9,66.5,37,12.7,9.6,9.8,6.8,19,10.38,9.5,0,31,8,102.34,102.25,102.22,102.1,99.44,99.36,99.32,99.2,24100,23766.7,22500,20900,3,2.2,2.2,1.5,1.4,0,11.6,9.6,6.6,0,,,,06:05:00,1722855900,6.08,21:03:00,1722909780,21.05,14.97,7,7,23,23,10,10,,,,,,8,5.2,4,0,,,,
2024-08-04,21.5,14.94,14.5,7.5,,,96,73.1,69.5,43,12.6,9.6,9.8,7,15,8.54,9.5,4,,,102.12,102.01,102.01,101.9,99.21,99.12,99.11,99.01,24100,23900,23300,22500,3,1.3,2,1,3.5,0,9.5,7.5,4.5,0.1,,,,06:04:00,1722769440,6.07,21:05:00,1722823500,21.08,15.02,5,7,23,23,9,13,,,,,,8,5.3,4,0,,,,
2024-08-03,23.1,19.59,16.1,9.1,26,,87,64.9,64.5,42,16.3,12.5,12.2,8.1,35,19.88,19,3,39,3,101.94,101.69,101.71,101.48,99.05,98.82,98.85,98.64,24100,23900,21700,19300,3,1.7,2.1,1.3,1.9,0,11.1,9.1,6.1,1.2,,,,06:02:00,1722682920,6.03,21:06:00,1722737160,21.1,15.07,7,7,24,24,12,12,,,,,,8,5.4,4,0,,,,
2024-08-02,27.9,21.54,20.45,13,31,,98,67.8,70,42,17,14.6,15.1,13.1,17,7.17,8.5,0,,,102.09,101.87,101.82,101.56,99.23,99.01,98.97,98.71,24100,24100,24100,24100,3,1.8,2.2,1.5,0,2.5,15.4,13.4,10.4,0,,,,06:01:00,1722596460,6.02,21:08:00,1722650880,21.13,15.12,7,7,29,29,17,18,,,,,,8,4,4,0,,,,
2024-08-01,32.8,23.7,23.65,14.5,40,,97,70.5,70,43,19.9,17.3,17.1,14.3,29,14,16,3,38,21,101.72,101.41,101.51,101.3,98.88,98.57,98.66,98.45,24100,23500,21700,19300,3,2.3,2.4,1.7,0,5.7,18.6,16.6,13.7,0,,,,05:59:00,1722509940,5.98,21:09:00,1722564540,21.15,15.17,7,7,32,32,15,16,,,,,,3,1.2,1.5,0,,,,
2024-07-31,29.2,23.82,22.45,15.7,36,,92,70.3,70,48,21.4,18,18.2,15.1,23,16.17,15,7,32,31,101.28,100.87,100.88,100.48,98.44,98.05,98.06,97.68,24100,23900,22500,20900,3,2.7,2.5,2,0,4.5,17.4,15.4,12.4,0,,,,05:58:00,1722423480,5.97,21:11:00,1722478260,21.18,15.22,6,6,29,29,16,16,,,,,,7,3.4,4,1,,,,
2024-07-30,30.8,25.13,24.9,19,38,,89,71.4,70.5,52,22.3,19.4,19.8,17.2,33,22.04,24.5,16,37,16,100.66,100.49,100.51,100.35,97.84,97.68,97.69,97.55,24100,19166.7,16900,9700,4,2.9,3,2.1,0,6.9,19.9,17.9,14.9,0,,,,05:57:00,1722337020,5.95,21:12:00,1722391920,21.2,15.25,7,7,31,31,19,19,,,,,,7,1.6,3.5,0,,,,
2024-07-29,28.2,22.26,22.29,16.4,33,,96,74,71.5,47,19.2,17.2,17.1,15,21,12.33,13,5,38,20,100.97,100.85,100.83,100.69,98.14,98.02,98.01,97.87,19300,12966.7,13700,8100,5,3.9,4,3,0,4.3,17.3,15.3,12.3,0,,,,05:55:00,1722250500,5.92,21:14:00,1722305640,21.23,15.32,6,6,28,28,18,19,,,,,,8,4.3,4,0,,,,
2024-07-28,25.1,21.15,19.6,14.1,33,,97,72.9,75.5,54,21.4,15.9,17.4,13.4,19,11,9.5,0,,,100.85,100.53,100.52,100.2,98.02,97.71,97.71,97.4,24100,18033.3,18500,12900,5,2.8,3.5,2,0,1.6,14.6,12.6,9.6,0,,,,05:54:00,1722164040,5.9,21:15:00,1722219300,21.25,15.35,8,8,27,27,15,17,,,,,,8,3.7,4,0,,,,
2024-07-27,29,23.3,22.3,15.6,38,,94,73.6,71,48,22.3,18.1,18.6,14.9,31,18.96,18,5,36,19,100.81,100.45,100.46,100.11,97.98,97.63,97.64,97.31,24100,20766.7,18500,12900,4,3.1,3,2,0,4.3,17.3,15.3,12.3,0,,,,05:52:00,1722077520,5.87,21:17:00,1722133020,21.28,15.42,8,8,29,29,16,17,,,,,,7,3.4,3.5,0,,,,
2024-07-26,28.6,23.22,23.55,18.5,39,,92,82.8,84,76,23.4,20.1,20.2,17.1,36,22.75,23,10,33,19,100.92,100.68,100.7,100.48,98.1,97.86,97.88,97.67,22500,18566.7,16100,9700,4,3.3,3.3,2.6,0,5.5,18.6,16.6,13.6,0.3,,,,05:51:00,1721991060,5.85,21:18:00,1722046680,21.3,15.45,8,8,29,29,16,16,,,,,,8,6.6,5.5,3,,,,
2024-07-25,28.4,23.7,23.7,19,36,,84,72.4,72,60,20.6,18.4,18.4,16.1,43,29.88,29.5,16,66,17,101.92,101.52,101.45,100.99,99.06,98.67,98.61,98.17,24100,21366.7,19300,14500,3.2,2.7,2.6,2,0,5.7,18.7,16.7,13.7,0,,,,05:50:00,1721904600,5.83,21:20:00,1721960400,21.33,15.5,8,8,29,29,22,23,,,,,,7,2.2,3.5,0,,,,
2024-07-24,25.9,20.98,20.54,15.2,32,,97,78.7,79.5,62,18.3,16.9,16.6,14.8,26,16.04,18,10,34,20,102.2,102.06,102.03,101.87,99.32,99.19,99.16,99,24100,23033.3,22500,20900,3,2.1,2,1,0,2.5,15.5,13.5,10.5,0,,,,05:49:00,1721818140,5.82,21:21:00,1721874060,21.35,15.53,8,8,26,26,17,20,,,,,,7,2.6,3.5,0,,,,
2024-07-23,23.8,19.97,20.3,16.8,29,,100,83.7,81,62,18.2,17,16.4,14.6,20,12.42,13,6,,,102.09,101.91,101.89,101.69,99.21,99.04,99.02,98.83,24100,19166.7,18500,12900,4,1.9,2.5,1,0,2.3,15.3,13.3,10.3,0,,,,05:47:00,1721731620,5.78,21:22:00,1721787720,21.37,15.58,7,7,24,24,14,14,,,,,,8,3.9,4,0,,,,
2024-07-22,25.3,20.8,20.7,16.1,32,,100,87.7,85,70,20,18.5,18.4,16.7,22,8.54,11,0,,,101.83,101.64,101.69,101.56,98.97,98.78,98.83,98.7,19300,11091.7,12050,4800,6,3.8,4.5,3,0,2.7,15.7,13.7,10.7,3,,,,05:46:00,1721645160,5.77,21:23:00,1721701380,21.38,15.62,7,7,25,25,14,17,,,,,,8,5,4,0,,,,
2024-07-21,27.7,22.75,21.75,15.8,36,,100,82.8,83,66,21.5,19.5,18.6,15.6,28,7.62,15.5,3,46,33,102.16,102.01,101.93,101.7,99.29,99.15,99.07,98.85,12900,10025,9650,6400,6,4.4,4.5,3,0,3.8,16.8,14.8,11.8,9.7,,,,05:45:00,1721558700,5.75,21:25:00,1721615100,21.42,15.67,7,7,31,31,19,19,,,,,,8,4.6,4,0,,,,
2024-07-20,29.2,23.52,23.54,17.9,38,,98,80.2,79,60,22,19.7,20,18,17,6.79,8.5,0,46,12,102.08,101.84,101.85,101.62,99.22,98.99,99,98.78,24100,15833.3,16900,9700,6,3.4,4,2,0,5.5,18.5,16.5,13.5,0,,,,05:43:00,1721472180,5.72,21:26:00,1721528760,21.43,15.72,7,7,28,28,18,18,,,,,,8,4.7,4,0,,,,
2024-07-19,28.6,23.29,22.45,16.3,36,,98,77,75.5,53,21.3,18.8,18.7,16.1,17,8.88,8.5,0,,,101.66,101.58,101.59,101.52,98.8,98.73,98.74,98.68,24100,22700,21700,19300,3,2.3,2.5,2,0,4.5,17.4,15.4,12.4,0,,,,05:42:00,1721385720,5.7,21:27:00,1721442420,21.45,15.75,7,7,30,30,18,18,,,,,,8,6.8,6,4,,,,
2024-07-18,26.4,20.58,19.79,13.2,31,,89,69.5,69.5,50,18,14.6,14.7,11.4,18,13.29,13.5,9,28,20,102.2,101.95,101.92,101.64,99.31,99.08,99.04,98.78,24100,23833.3,22500,20900,2.1,1.6,1.6,1.1,0,1.8,14.8,12.8,9.8,0,,,,05:41:00,1721299260,5.68,21:28:00,1721356080,21.47,15.78,8,8,27,27,15,15,,,,,,7,3.3,3.5,0,,,,
2024-07-17,22.2,15.91,15.2,8.2,,,100,76.5,76,52,13.7,11.3,11.3,9,13,7.33,6.5,0,,,102.43,102.27,102.26,102.08,99.52,99.37,99.34,99.17,24100,24100,24100,24100,2,1.1,1.5,1,2.8,0,10.2,8.2,5.2,0,,,,05:40:00,1721212800,5.67,21:29:00,1721269740,21.48,15.82,7,7,22,24,11,11,,,,,,8,3.3,4,0,,,,
2024-07-16,19.8,16.25,14.55,9.3,,,100,79.2,79.5,59,14.8,12.4,12.4,10,25,14.25,12.5,0,31,2,102.03,101.56,101.59,101.15,99.13,98.68,98.72,98.3,24100,23500,16900,9700,2,1.1,1.5,1,3.5,0,9.6,7.5,4.5,2.3,,,,05:39:00,1721126340,5.65,21:30:00,1721183400,21.5,15.85,6,6,21,21,9,15,,,,,,8,4.9,4,0,,,,
2024-07-15,23.8,19.35,18.6,13.4,28,,100,81.3,78.5,57,18.3,15.8,15.4,12.6,25,13.04,14.5,4,37,34,101.17,100.96,100.96,100.75,98.31,98.12,98.11,97.92,24100,21433.3,16100,8100,2,1.8,1.6,1.2,0,0.6,13.6,11.6,8.6,4.1,,,,05:37:00,1721039820,5.62,21:31:00,1721097060,21.52,15.9,7,7,24,24,12,13,,,,,,8,6,5.5,3,,,,
2024-07-14,26.5,20.98,20.05,13.6,31,,100,76,75,50,18.5,16.2,16.4,14.2,14,9.21,9,4,64,31,101.38,101.19,101.11,100.83,98.53,98.34,98.26,98,24100,23366.7,21700,19300,2,1.9,1.8,1.6,0,2,15.1,13.1,10.1,4.7,,,,05:36:00,1720953360,5.6,21:32:00,1721010720,21.53,15.93,7,7,27,27,15,16,,,,,,8,4.5,4,0,,,,
2024-07-13,28.8,23.17,23.6,18.4,37,,96,82.6,79.5,63,21.4,19.9,19.4,17.3,27,12.54,13.5,0,57,26,101.3,101.13,101.15,101,98.46,98.3,98.31,98.17,24100,23700,21700,19300,3,2.3,2.5,2,0,5.6,18.6,16.6,13.6,11.5,,,,05:35:00,1720866900,5.58,21:33:00,1720924380,21.55,15.97,7,8,27,27,15,20,,,,,,8,5,5,2,,,,
2024-07-12,31,25.81,25.6,20.2,40,,88,71.2,72.5,57,22.4,20.1,20.1,17.9,25,18.42,15,5,38,18,101.26,101.1,101.14,101.03,98.44,98.28,98.33,98.22,24100,23500,21700,19300,2.8,2.4,2.4,2,0,7.6,20.6,18.6,15.6,0,,,,05:34:00,1720780440,5.57,21:34:00,1720838040,21.57,16,7,7,32,32,20,20,,,,,,7,3.7,4.5,2,,,,
2024-07-11,31.1,25.23,24.95,18.8,38,,86,65.9,66,46,20,18.2,18.1,16.2,40,23.33,25.5,11,42,18,101.52,101.26,101.28,101.04,98.68,98.43,98.45,98.22,24100,22633.3,18500,12900,3,2.6,2.5,2.1,0,7,19.9,17.9,14.9,0,,,,05:33:00,1720693980,5.55,21:35:00,1720751700,21.58,16.03,8,8,32,32,23,23,,,,,,5,1.3,2.5,0,,,,
2024-07-10,29.1,22.8,21.95,14.8,35,,100,73.8,74.5,49,18.6,17.4,16.9,15.1,16,7,8,0,,,101.76,101.64,101.63,101.5,98.9,98.79,98.78,98.66,24100,21433.3,16900,9700,4.1,2.6,2.6,1.2,0,4,16.9,14.9,11.9,0,,,,05:32:00,1720607520,5.53,21:35:00,1720665300,21.58,16.05,7,7,29,29,18,18,,,,,,3,1.1,1.5,0,,,,
2024-07-09,29.2,21.97,21.55,13.9,32,,98,69.9,71.5,45,17.9,15.7,15.8,13.7,17,7.21,10,3,39,2,101.59,101.41,101.45,101.31,98.74,98.56,98.61,98.47,24100,22500,21700,19300,2.3,1.9,1.8,1.2,0,3.5,16.6,14.6,11.6,0,,,,05:31:00,1720521060,5.52,21:36:00,1720578960,21.6,16.08,7,7,28,28,17,17,,,,,,8,4,4,0,,,,
2024-07-08,27.6,21.03,20.85,14.1,31,,100,73.3,72,44,17.7,15.4,15.7,13.7,13,6.75,6.5,0,,,101.36,101.28,101.28,101.2,98.49,98.43,98.42,98.36,24100,20033.3,19300,14500,3,2.4,2.2,1.4,0,2.8,15.8,13.8,10.8,0,,,,05:30:00,1720434600,5.5,21:37:00,1720492620,21.62,16.12,7,7,27,27,15,15,,,,,,7,3.6,3.5,0,,,,
2024-07-07,27.9,20.48,21.1,14.3,32,,99,78.4,73,47,17.6,16,16.1,14.5,46,8.29,23,0,64,2,101.23,101.04,101.08,100.93,98.38,98.2,98.23,98.09,24100,22962.5,15250,6400,4,2.3,2.8,1.5,0,3.1,16.1,14.1,11.1,2.2,,,,05:29:00,1720348140,5.48,21:37:00,1720406220,21.62,16.13,7,7,26,26,16,16,,,,,,7,5,5,3,,,,
2024-07-06,27.8,21.27,21.7,15.6,32,,97,73.5,72.5,48,17.8,16,16.1,14.3,25,12.08,15,5,35,19,101.13,101.01,100.99,100.86,98.29,98.17,98.16,98.03,24100,22566.7,19300,14500,2.6,2.2,2,1.5,0,3.7,16.7,14.7,11.7,0,,,,05:28:00,1720261680,5.47,21:38:00,1720319880,21.63,16.17,6,6,26,26,16,17,,,,,,7,3.5,4,1,,,,
2024-07-05,25.3,19.98,18.95,12.6,29,,100,72.3,73,46,17.2,14.4,14.8,12.5,18,11.04,11,4,,,101.52,101.36,101.33,101.14,98.65,98.5,98.47,98.29,24100,23900,22500,20900,2,1.6,1.5,1,0,0.9,13.9,11.9,8.9,0,,,,05:28:00,1720175280,5.47,21:39:00,1720233540,21.65,16.18,6,6,26,26,14,14,,,,,,6,1.9,3.5,1,,,,
2024-07-04,25.2,18.84,19.35,13.5,30,,100,87.1,83,66,18.6,16.6,15.6,12.6,18,7.88,9,0,66,18,101.42,101.25,101.27,101.13,98.57,98.39,98.42,98.27,24100,22300,16900,9700,3,2.2,2.1,1.3,0,1.4,14.3,12.3,9.3,43.1,,,,05:27:00,1720088820,5.45,21:39:00,1720147140,21.65,16.2,6,6,23,24,14,14,,,,,,8,6,5.5,3,,,,
2024-07-03,22.9,18.31,18.6,14.3,29,,97,84.5,82.5,68,19,15.6,16.4,13.8,21,12.88,10.5,0,32,31,101.11,100.64,100.71,100.3,98.25,97.8,97.86,97.46,24100,24100,24100,24100,3,1.6,2,1.1,0,0.6,13.6,11.6,8.6,0,,,,05:26:00,1720002360,5.43,21:39:00,1720060740,21.65,16.22,3,7,24,24,14,15,,,,,,8,6.6,5,2,,,,
2024-07-02,22.6,18.35,18.64,14.7,28,,100,88.2,84.5,69,18.2,16.3,16.2,14.2,32,20.5,21,10,45,17,100.29,100.03,100.06,99.84,97.46,97.2,97.24,97.02,24100,22358.3,13650,3200,1.5,1.3,1.3,1.1,0,0.6,13.6,11.6,8.6,3.2,,,,05:25:00,1719915900,5.42,21:40:00,1719974400,21.67,16.25,6,6,21,23,14,14,,,,,,8,6.6,4.5,1,,,,
2024-07-01,18.8,16.5,16.5,14.2,,,100,84.4,82,64,16.6,13.8,13.2,9.7,39,23.71,25.5,12,53,14,102.06,101.18,101.16,100.26,99.18,98.32,98.3,97.41,24100,20658.3,13250,2400,2,1.4,1.6,1.1,1.5,0,11.5,9.5,6.5,29.9,,,,05:25:00,1719829500,5.42,21:40:00,1719888000,21.67,16.25,5,5,18,20,15,16,,,,,,8,7.8,7,6,,,,
2024-06-30,22.2,15.81,14.35,6.5,,,93,61.9,66.5,40,9.2,7.8,7.5,5.7,23,13.25,13,3,40,20,102.8,102.55,102.46,102.12,99.88,99.63,99.56,99.23,24100,24100,24100,24100,2,1.4,1.6,1.2,3.6,0,9.3,7.3,4.3,0,,,,05:24:00,1719743040,5.4,21:41:00,1719801660,21.68,16.28,7,7,22,22,13,13,,,,,,4,1.3,2,0,,,,
2024-06-29,19.2,14.17,14.1,9,,,96,70,68.5,41,10,8.1,7.7,5.3,24,17.5,17,10,31,1,102.56,101.99,101.84,101.13,99.63,99.09,98.93,98.24,24100,24100,24100,24100,2,1.1,1.5,1,3.9,0,9.1,7.1,4.1,0.2,,,,05:23:00,1719656580,5.38,21:41:00,1719715260,21.68,16.3,6,6,19,19,7,7,,,,,,8,4.6,4,0,,,,
