date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise_hhmm,sunrise_unixtime,sunrise_f,sunset_hhmm,sunset_unixtime,sunset_f,daylight,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2025-02-28,2.9,-11.1,-7.65,-18.2,,-25,81,65.2,63,45,-1.9,-16.6,-13.3,-24.7,66,36.71,38.5,11,47,36,102.79,101.47,101.06,99.33,99.68,98.45,98.05,96.42,24100,23033.3,19300,14500,2.4,2.2,2.2,2,25.6,0,0,0,0,0,,,2,07:14:00,1740748440,7.23,18:09:00,1740787740,18.15,10.92,1,2,-12,-10,-20,-20,19,,,,,8,4,4,0,,,,
2025-02-27,2.8,-3.12,-2.75,-8.3,,-14,94,82.9,83,72,0.3,-5.6,-4.8,-9.9,51,20.92,27.5,4,65,31,101.82,100.98,100.47,99.12,98.82,98,97.51,96.21,24100,24033.3,23300,22500,2.5,2.1,2.2,1.9,20.8,0,0,0,0,0,,,2,07:16:00,1740662160,7.27,18:07:00,1740701220,18.12,10.85,2,2,1,1,-9,-8,14,,,,,8,6.4,5,2,,,,
2025-02-26,1.8,-1,-1.9,-5.6,,-10,100,91.4,90.5,81,-0.5,-2.2,-3.2,-6,26,17.75,17.5,9,45,33,101.42,101.16,101.08,100.73,98.44,98.19,98.11,97.78,24100,18287.5,12450,800,3,2.7,2.8,2.5,19.9,0,0,0,0,0.2,,,2,07:18:00,1740575880,7.3,18:06:00,1740614760,18.1,10.8,1,2,2,2,-5,-5,13,,,,,8,6.4,4,0,,,,
2025-02-25,2.6,-0.32,-0.5,-3.6,,-10,100,89,89,78,0.7,-1.9,-2.5,-5.7,30,19.75,17,4,34,19,100.97,100.66,100.72,100.46,98.02,97.71,97.76,97.51,24100,20758.3,12850,1600,2.6,2.4,2.4,2.2,18.5,0,0,0,0,0,,,1,07:20:00,1740489600,7.33,18:04:00,1740528240,18.07,10.73,2,2,4,4,-4,-3,20,,,,,8,3.9,4,0,,,,
2025-02-24,3.4,1.13,0.75,-1.9,,-5,95,85.8,85.5,76,0,-1,-2.3,-4.6,44,20.67,22,0,54,28,100.93,100.14,100.07,99.21,97.98,97.22,97.14,96.31,24100,23700,21700,19300,2.5,2.3,2.3,2.1,17.2,0,0,0,0,0,,,2,07:22:00,1740403320,7.37,18:02:00,1740441720,18.03,10.67,1,1,4,4,-6,-3,9,,,,,8,7.1,5.5,3,,,,
2025-02-23,3.7,-2.55,-3.1,-9.9,,-16,97,85.9,86.5,76,0.1,-4.7,-5.7,-11.4,40,24.42,20,0,48,26,101.32,100.14,100.2,99.08,98.32,97.18,97.24,96.17,24100,18445.8,12350,600,3,2.7,2.6,2.3,21.1,0,0,0,0,0,,,5,07:24:00,1740317040,7.4,18:01:00,1740355260,18.02,10.62,2,2,3,3,1,1,10,,,,,8,7,4.5,1,,,,
2025-02-22,-4.9,-6.5,-6.7,-8.5,,-14,91,80.8,83.5,76,-7.4,-9.3,-9.1,-10.8,18,12.04,11.5,5,,,101.69,101.53,101.5,101.31,98.67,98.51,98.48,98.29,24100,22300,18500,12900,3.4,3.1,3,2.6,24.7,0,0,0,0,0,,,5,07:26:00,1740230760,7.43,17:59:00,1740268740,17.98,10.55,2,2,-2,-2,-10,-7,17,,,,,8,7,5.5,3,,,,
2025-02-21,-7.2,-12.55,-12.25,-17.3,,-29,84,70.5,74,64,-10.3,-16.9,-15.9,-21.5,35,21.58,22,9,47,19,102.89,102.03,102.15,101.41,99.77,98.95,99.07,98.37,24100,24100,24100,24100,3.4,2.5,2.7,2,30.2,0,0,0,0,0,,,5,07:28:00,1740144480,7.47,17:57:00,1740182220,17.95,10.48,2,2,-9,-9,-9,-8,19,,,,,8,4.7,4.5,1,,,,
2025-02-20,-13.5,-19.49,-20.45,-27.4,,-36,74,59.5,58,42,-20.7,-25.7,-25.3,-29.9,32,14.25,18,4,45,19,104.19,103.82,103.57,102.95,100.98,100.63,100.41,99.83,24100,24100,24100,24100,4,2.8,3.1,2.3,38.5,0,0,0,0,0,,,5,07:30:00,1740058200,7.5,17:56:00,1740095760,17.93,10.43,2,2,-15,-15,-18,-18,21,,,,,7,1.2,3.5,0,,,,
2025-02-19,-17.1,-23.67,-22.85,-28.6,,-40,72,66.6,62.5,53,-23.1,-28.3,-27.7,-32.3,25,15.42,17.5,10,,,104.72,104.49,104.44,104.16,101.48,101.25,101.21,100.94,24100,24100,24100,24100,2.5,2.1,2.1,1.8,40.9,0,0,0,0,0,,,5,07:32:00,1739971920,7.53,17:54:00,1740009240,17.9,10.37,2,2,-17,-17,-29,-27,20,,,,,4,1.3,2,0,,,,
2025-02-18,-20.3,-26.34,-26.1,-31.9,,-44,75,69.4,67,59,-26.1,-30.4,-30.4,-34.7,30,17.42,19.5,9,34,31,104.75,104.63,104.56,104.38,101.48,101.37,101.3,101.12,24100,23433.3,19300,14500,1.7,1.5,1.4,1.2,44.1,0,0,0,0,0,,,5,07:34:00,1739885640,7.57,17:52:00,1739922720,17.87,10.3,1,1,-20,-20,-32,-27,20,,,,,4,2.2,2,0,,,,
2025-02-17,-22.9,-27.63,-27.1,-31.3,,-44,74,71.8,71,68,-27.5,-31.3,-31,-34.5,29,21.12,22.5,16,34,32,104.33,103.83,103.75,103.16,101.07,100.59,100.51,99.96,24100,18700,16100,8100,1.7,1.5,1.5,1.3,45.1,0,0,0,0,0,,,5,07:36:00,1739799360,7.6,17:50:00,1739836200,17.83,10.23,1,1,-22,-22,-32,-32,21,,,,,7,1.2,3.5,0,,,,
2025-02-16,-21.8,-25.97,-25.45,-29.1,,-42,78,73.2,72.5,67,-26.4,-29.4,-29.1,-31.8,35,19.79,21,7,33,32,103.17,102.97,102.99,102.8,99.98,99.78,99.8,99.61,24100,15691.7,14450,4800,3.2,2.2,2.4,1.5,43.5,0,0,0,0,0,,,5,07:37:00,1739713020,7.62,17:49:00,1739749740,17.82,10.2,1,1,-21,-21,-31,-30,17,,,,,8,5.8,4,0,,,,
2025-02-15,-19.6,-23.24,-23.55,-27.5,,-37,78,68.8,70,62,-24.9,-27.5,-27.7,-30.5,19,11.71,13,7,,,103.67,103.5,103.43,103.2,100.47,100.3,100.24,100,24100,24100,24100,24100,3,1.9,2.2,1.5,41.5,0,0,0,0,0,,,5,07:39:00,1739626740,7.65,17:47:00,1739663220,17.78,10.13,1,1,-19,-19,-31,-30,14,,,,,8,3.7,4,0,,,,
2025-02-14,-18.7,-22.74,-22.29,-25.9,,-35,82,73.6,73.5,65,-23.4,-26.3,-26.1,-28.7,32,17.33,19.5,7,39,3,103.42,103.09,103.06,102.7,100.23,99.92,99.89,99.54,24100,21433.3,16900,9700,5,2.5,3.5,1.9,40.3,0,0,0,0,0,,,5,07:41:00,1739540460,7.68,17:45:00,1739576700,17.75,10.07,1,1,-17,-17,-28,-28,16,,,,,8,4.8,4,0,,,,
2025-02-13,-17.1,-23.02,-23.85,-30.6,,-41,82,73.8,71,60,-20.6,-26.5,-27,-33.4,25,13.62,14.5,4,33,19,102.6,102.5,102.5,102.4,99.44,99.33,99.34,99.24,24100,20295.8,15250,6400,3.2,2.7,2.8,2.3,41.9,0,0,0,0,0,,,5,07:43:00,1739454180,7.72,17:44:00,1739490240,17.73,10.02,1,1,-20,-20,-28,-28,17,,,,,8,4.8,4,0,,,,
2025-02-12,-20.6,-24.8,-25.3,-30,,-41,80,74,73.5,67,-25,-28.2,-28.9,-32.8,17,12.04,12,7,,,102.64,102.54,102.49,102.34,99.48,99.37,99.34,99.19,24100,23613,18500,12900,2.8,2.4,2.4,2,43.3,0,0,0,0,0,,,5,07:45:00,1739367900,7.75,17:42:00,1739403720,17.7,9.95,1,1,-21,-21,-33,-33,19,,,,,2,0.8,1,0,,,,
2025-02-11,-18.6,-23.97,-24,-29.4,,-40,73,65,63,53,-24.6,-28.9,-28.7,-32.8,26,16.54,17,8,34,19,103.34,102.76,102.83,102.32,100.14,99.57,99.65,99.17,24100,24100,24100,24100,2.6,2.3,2.3,2,42,0,0,0,0,0,,,5,07:46:00,1739281560,7.77,17:40:00,1739317200,17.67,9.9,1,1,-19,-19,-29,-28,16,,,,,8,2.7,4,0,,,,
2025-02-10,-17,-21.55,-22.45,-27.9,,-38,85,74.2,75,65,-19.7,-25,-25.8,-31.8,27,18.58,16,5,35,31,103.53,103.37,103.31,103.08,100.37,100.21,100.16,99.95,24100,19758.3,13650,3200,2.7,2.2,2.3,1.9,40.5,0,0,0,0,0,,,6,07:48:00,1739195280,7.8,17:39:00,1739230740,17.65,9.85,1,1,-18,-18,-31,-29,18,,,,,8,3.5,4,0,,,,
2025-02-09,-13.8,-17.86,-18.3,-22.8,,-31,82,77.2,77,72,-17.4,-20.9,-21.2,-25,18,10.96,10.5,3,,,103.05,102.74,102.8,102.54,99.92,99.61,99.67,99.41,24100,18825,15250,6400,3,2.6,2.7,2.4,36.3,0,0,0,0,0,,,5,07:50:00,1739109000,7.83,17:37:00,1739144220,17.62,9.78,1,1,-14,-14,-23,-22,11,,,,,8,6.1,4,0,,,,
2025-02-08,-15.7,-17.86,-17.85,-20,,-30,87,75.8,77.5,68,-18,-21.2,-20.5,-23,18,11.08,11,4,,,102.73,102.61,102.63,102.53,99.6,99.5,99.5,99.4,24100,21695.8,14450,4800,3.1,2.6,2.6,2.2,35.9,0,0,0,0,0,,,5,07:51:00,1739022660,7.85,17:35:00,1739057700,17.58,9.73,1,1,-17,-17,-25,-25,17,,,,,8,3.8,4,0,,,,
2025-02-07,-9.9,-14.32,-13.8,-17.7,,-25,83,76.6,74.5,66,-14.7,-17.6,-17.4,-20.1,20,13.42,10,0,,,102.64,102.35,102.35,102.05,99.54,99.26,99.26,98.97,24100,24100,24100,24100,3,2.6,2.6,2.3,31.8,0,0,0,0,0,,,5,07:53:00,1738936380,7.88,17:33:00,1738971180,17.55,9.67,1,1,-11,-11,-23,-20,13,,,,,8,6.6,5.5,3,,,,
2025-02-06,-11.6,-14.03,-14.2,-16.8,,-29,83,77.3,78,73,-15.3,-17.2,-17.6,-19.8,45,29.33,30.5,16,48,31,102.02,101.03,101.2,100.38,98.93,97.98,98.14,97.36,24100,16854.2,13050,2000,2.4,2.1,2.1,1.9,32.2,0,0,0,0,0,,,4,07:55:00,1738850100,7.92,17:32:00,1738884720,17.53,9.62,,,-12,-12,-17,-17,11,,,,,8,7.3,4.5,1,,,,
2025-02-05,-10.2,-13.81,-14.85,-19.5,,-27,88,68.6,68.5,49,-12.7,-18.6,-17.6,-22.6,27,15.38,17.5,8,33,12,103.56,102.11,102.09,100.62,100.39,99.02,98.99,97.59,24100,19008.3,12850,1600,2.4,2.3,2.3,2.2,32.9,0,0,0,0,2.5,,,4,07:56:00,1738763760,7.93,17:30:00,1738798200,17.5,9.57,,,-12,-12,-16,-15,6,,,,,8,7.6,6,4,,,,
2025-02-04,-18.2,-22.01,-22.54,-26.9,,-37,78,72.6,70.5,63,-22.8,-25.7,-26.2,-29.6,18,12,12.5,7,,,104.35,104.07,104.01,103.66,101.13,100.87,100.81,100.49,24100,24100,24100,24100,2.6,2.2,2.4,2.1,40.5,0,0,0,0,0,,,4,07:58:00,1738677480,7.97,17:28:00,1738711680,17.47,9.5,1,1,-18,-18,-22,-20,15,,,,,8,5.3,4,0,,,,
2025-02-03,-19.1,-20.81,-21.3,-23.5,,-34,79,73.4,72.5,66,-23.1,-24.4,-24.9,-26.6,38,23.29,26.5,15,33,29,103.94,102.92,103.06,102.18,100.74,99.77,99.9,99.07,24100,20287.5,12850,1600,2.1,1.8,1.7,1.3,39.3,0,0,0,0,0.1,,,4,07:59:00,1738591140,7.98,17:27:00,1738625220,17.45,9.47,1,1,-18,-18,-27,-27,12,,,,,8,4.2,4,0,,,,
2025-02-02,-4.9,-12.78,-13,-21.1,,-31,93,77.8,79.5,66,-6.2,-15.9,-15.3,-24.5,47,28.5,29,11,49,28,102.17,101.35,101.43,100.7,99.07,98.32,98.39,97.71,24100,18891.7,13650,3200,2,1.8,1.8,1.6,31,0,0,0,0,0.4,,,4,08:01:00,1738504860,8.02,17:25:00,1738538700,17.42,9.4,1,1,-13,-11,-23,-22,13,,,,,8,4.7,4,0,,,,
2025-02-01,-5.6,-11.04,-12.14,-18.7,,-29,95,73.8,79,63,-6.4,-14.9,-15.1,-23.7,37,27.25,28,19,40,11,102.8,101.6,101.78,100.77,99.65,98.53,98.71,97.77,24100,20554.2,12850,1600,2,1.9,1.9,1.8,30.1,0,0,0,0,0.4,,,4,08:02:00,1738418520,8.03,17:23:00,1738452180,17.38,9.35,1,1,-6,-6,-7,-7,3,,,,,8,8,8,8,,,,
2025-01-31,-13.7,-21,-19.1,-24.5,,-37,76,71.7,70.5,65,-18.9,-24.8,-23.2,-27.6,35,19.58,21,7,43,1,103.24,102.96,102.74,102.25,100.1,99.83,99.64,99.19,24100,23900,21700,19300,2,1.7,1.8,1.5,37.1,0,0,0,0,0,,,4,08:04:00,1738332240,8.07,17:21:00,1738365660,17.35,9.28,1,1,-18,-18,-19,-18,13,,,,,8,4.2,4,0,,,,
2025-01-30,-2.2,-7.67,-7.9,-13.6,,-25,97,89.1,88,79,-4.1,-9.2,-10.3,-16.6,33,14.38,18,3,41,1,102.15,101.18,101.39,100.64,99.09,98.17,98.38,97.66,24100,16937.5,12450,800,4.5,3,3,1.5,25.9,0,0,0,0,0,,,3,08:05:00,1738245900,8.08,17:20:00,1738279200,17.33,9.25,1,1,-3,-3,-22,-18,13,,,,,8,5.6,4.5,1,,,,
2025-01-29,-3.2,-8.66,-9.35,-15.5,,-24,92,81.2,81.5,71,-5.5,-11.3,-11.7,-17.8,31,14.75,15.5,0,37,18,101.42,101.1,101.07,100.72,98.37,98.08,98.05,97.73,24100,24100,24100,24100,2.7,2.1,2.2,1.8,27.4,0,0,0,0,0,,,3,08:06:00,1738159560,8.1,17:18:00,1738192680,17.3,9.2,1,1,-4,-4,-10,-8,9,,,,,8,6.6,4.5,1,,,,
2025-01-28,3.5,-4.56,-5.09,-13.7,,-20,90,75.5,77.5,65,-1.8,-8.3,-8.9,-16,60,30.79,36,12,36,29,101.09,99.96,100.15,99.22,98.09,97.01,97.19,96.29,24100,24033.3,23300,22500,2.1,1.9,1.9,1.7,23.1,0,0,0,0,0,,,5,08:08:00,1738073280,8.13,17:16:00,1738106160,17.27,9.13,1,1,2,2,-15,-11,9,,,,,8,6.1,4.5,1,,,,
2025-01-27,0.1,-4.53,-4.75,-9.6,,-18,88,73.7,71,54,-3.8,-8.6,-9.8,-15.7,34,22.75,22,10,33,33,101.2,100.62,100.62,100.04,98.21,97.65,97.65,97.1,24100,22425,14050,4000,2.2,2,2,1.8,22.8,0,0,0,0,0.2,,,5,08:09:00,1737986940,8.15,17:15:00,1738019700,17.25,9.1,1,1,0,0,-9,-9,9,,,,,8,7.4,5,2,,,,
2025-01-26,-3.3,-6.38,-7.8,-12.3,,-19,82,76.5,75.5,69,-7,-9.9,-10.6,-14.2,40,24.96,28,16,55,25,101.92,101.28,101.11,100.3,98.86,98.26,98.1,97.34,24100,24100,24100,24100,2.2,2,2,1.8,25.8,0,0,0,0,0,,,5,08:10:00,1737900600,8.17,17:13:00,1737933180,17.22,9.05,1,1,-4,-4,-3,-3,12,,,,,8,4.8,4,0,,,,
2025-01-25,-4,-11.69,-9.55,-15.1,,-26,95,78.7,82,69,-5.3,-14.7,-11.8,-18.4,55,29.42,33.5,12,40,31,102.41,101.79,101.47,100.52,99.33,98.75,98.44,97.55,24100,19250,13650,3200,2.2,1.8,1.9,1.6,27.6,0,0,0,0,0.8,,,6,08:11:00,1737814260,8.18,17:11:00,1737846660,17.18,9,1,1,-14,-12,-13,-12,10,,,,,8,6,4.5,1,,,,
2025-01-24,-1.7,-6.97,-7.15,-12.6,,-23,96,86.6,89,82,-4,-8.9,-9.2,-14.4,36,22.75,25,14,31,28,101.35,100.64,100.88,100.42,98.29,97.63,97.87,97.44,24100,16075,12850,1600,2.6,2.2,2.2,1.9,25.1,0,0,0,0,0.6,,,6,08:12:00,1737727920,8.2,17:10:00,1737760200,17.17,8.97,,,-2,-2,-14,-14,6,,,,,8,7.3,6,4,,,,
2025-01-23,-12.4,-18.53,-19.8,-27.2,,-37,85,81.8,81,77,-14.7,-20.9,-21.7,-28.7,30,18.54,19.5,9,51,19,103.22,102.72,102.37,101.52,100.05,99.57,99.25,98.45,24100,19162.5,15250,6400,2.9,2.4,2.5,2.1,37.8,0,0,0,0,0,,,5,08:14:00,1737641640,8.23,17:08:00,1737673680,17.13,8.9,1,1,-15,-15,-16,-15,7,,,,,8,6.3,4,0,,,,
2025-01-22,-12.6,-17.75,-19,-25.4,,-35,86,75.9,77,68,-14.7,-21.1,-20.9,-27.1,32,23.12,21,10,41,36,103.12,102.2,101.92,100.72,99.96,99.1,98.81,97.66,24100,21195.8,14050,4000,2.5,1.9,2.1,1.7,37,0,0,0,0,0.1,,,9,08:15:00,1737555300,8.25,17:07:00,1737587220,17.12,8.87,,,-17,-17,-28,-28,11,,,,,8,4.2,4,0,,,,
2025-01-21,-12.7,-21.08,-21.29,-29.9,,-43,87,76.8,77,67,-14.4,-24.1,-24,-33.6,51,28.71,32,13,57,17,102.97,101.32,101.67,100.38,99.74,98.18,98.52,97.3,24100,13791.7,12450,800,2.3,2.1,2.1,1.9,39.3,0,0,0,0,0.7,,,5,08:16:00,1737468960,8.27,17:05:00,1737500700,17.08,8.82,,,-14,-14,-18,-17,6,,,,,8,4.4,4,0,,,,
2025-01-20,-27.9,-30.19,-30.35,-32.8,,-47,70,66.8,66,62,-32.9,-34.5,-34.8,-36.6,23,18.62,17.5,12,28,28,103.91,103.65,103.51,103.1,100.65,100.39,100.26,99.86,24100,23100,20100,16100,2.1,1.8,1.8,1.6,48.4,0,0,0,0,,,,5,08:17:00,1737382620,8.28,17:03:00,1737414180,17.05,8.77,,,-27,-27,-32,-30,12,,,,,3,1,1.5,0,,,,
2025-01-19,-24.9,-27.05,-27.25,-29.6,,-44,75,71,70.5,66,-29,-30.9,-31.3,-33.6,28,20.88,21,14,36,35,103.39,103.18,103.22,103.06,100.16,99.97,100.01,99.85,24100,17291.7,15250,6400,1.9,1.8,1.7,1.5,45.2,0,0,0,0,0,,,5,08:18:00,1737296280,8.3,17:02:00,1737327720,17.03,8.73,,,-23,-23,-33,-32,10,,,,,8,4.4,4,0,,,,
2025-01-18,-19.4,-24.84,-24.45,-29.5,,-41,74,68.5,68.5,63,-23.9,-29.1,-28.4,-32.8,36,26.92,23.5,11,36,34,103.45,103.09,102.97,102.48,100.23,99.92,99.81,99.38,24100,23095.8,15250,6400,2,1.8,1.8,1.5,42.5,0,0,0,0,0,,,5,08:19:00,1737209940,8.32,17:00:00,1737241200,17,8.68,,,-24,-23,-28,-28,10,,,,,7,1.7,3.5,0,,,,
2025-01-17,2.2,-8.67,-8.8,-19.8,,-32,95,77.7,77,59,-1.2,-11.9,-12.3,-23.4,68,39.75,43,18,77,36,102.43,100.55,100.58,98.72,99.34,97.57,97.58,95.82,24100,17175,12150,200,2,1.8,1.8,1.5,26.8,0,0,0,0,0,,,5,08:19:00,1737123540,8.32,16:59:00,1737154740,16.98,8.67,,,-9,-5,-25,-25,8,,,,,8,5,4,0,,,,
2025-01-16,0.7,-3.69,-4.1,-8.9,,-12,92,84.4,85,78,-3.2,-6,-6.2,-9.2,48,24.21,27.5,7,44,18,101.55,100.72,100.22,98.89,98.57,97.75,97.28,95.98,24100,23966.7,23300,22500,2.7,2.2,2.2,1.8,22.1,0,0,0,0,0,,,6,08:20:00,1737037200,8.33,16:57:00,1737068220,16.95,8.62,1,1,-2,-2,-5,-5,5,,,,,8,7.4,6.5,5,,,,
2025-01-15,2.2,-5.12,-8.25,-18.7,,-32,88,82.1,80,72,-1.9,-7.8,-11.4,-21,44,27.25,27,10,44,33,102.03,101.03,101.32,100.61,98.91,98.01,98.26,97.61,24100,17725,12450,800,2.6,2.1,2.1,1.7,26.2,0,0,0,0,0,,,6,08:21:00,1736950860,8.35,16:56:00,1736981760,16.93,8.58,1,1,2,2,-6,-6,6,,,,,8,6.6,5,2,,,,
2025-01-14,-18,-22.67,-23.2,-28.4,,-38,82,75,73.5,65,-20.4,-26,-25.5,-30.6,36,18.96,20.5,5,42,17,103.34,103.05,102.83,102.32,100.13,99.87,99.66,99.19,24100,23229.2,13650,3200,3.3,2.4,2.6,1.9,41.2,0,0,0,0,0,,,5,08:22:00,1736864520,8.37,16:54:00,1736895240,16.9,8.53,1,1,-19,-19,-18,-17,11,,,,,8,1.5,4,0,,,,
2025-01-13,-21.5,-23.86,-24.2,-26.9,,-36,80,77.4,76.5,73,-25.2,-26.8,-27.3,-29.4,20,14.62,15.5,11,,,103.13,102.67,102.75,102.37,99.93,99.5,99.58,99.22,24100,20683.3,14450,4800,2.3,2,2,1.7,42.2,0,0,0,0,0,,,6,08:22:00,1736778120,8.37,16:53:00,1736808780,16.88,8.52,1,1,-20,-20,-28,-28,10,,,,,8,3,4,0,,,,
2025-01-12,-12.9,-21.3,-19.39,-25.9,,-36,82,76.5,75.5,69,-16.3,-24.4,-22.4,-28.5,41,23.96,25,9,46,35,102.4,102.03,101.93,101.46,99.24,98.92,98.83,98.41,24100,18925,14050,4000,2.2,1.7,1.8,1.4,37.4,0,0,0,0,0,,,5,08:23:00,1736691780,8.38,16:51:00,1736722260,16.85,8.47,1,1,-20,-20,-27,-26,9,,,,,8,5.2,4.5,1,,,,
2025-01-11,-9.6,-11.68,-11.5,-13.4,,-23,88,84.3,84.5,81,-12.1,-13.8,-13.8,-15.5,28,17.33,17.5,7,37,35,101.39,100.82,100.96,100.53,98.35,97.79,97.92,97.5,24100,10700,13050,2000,1.8,1.6,1.6,1.4,29.5,0,0,0,0,0.5,,,5,08:24:00,1736605440,8.4,16:50:00,1736635800,16.83,8.43,,,-10,-10,-22,-21,6,,,,,8,7.2,6.5,5,,,,
2025-01-10,-10,-12.71,-12.35,-14.7,,-23,86,78.2,76.5,67,-12.4,-15.8,-15.2,-18.1,27,16.62,15.5,4,34,34,102.07,101.57,101.38,100.68,99.04,98.53,98.35,97.65,24100,22500,16900,9700,1.9,1.7,1.7,1.5,30.4,0,0,0,0,0,,,6,08:24:00,1736519040,8.4,16:49:00,1736549340,16.82,8.42,1,1,-14,-14,-14,-14,8,,,,,8,7.6,6.5,5,,,,
2025-01-09,-0.2,-5.22,-5.09,-10,,-19,94,84,85.5,77,-3,-7.6,-7.8,-12.7,30,21.42,19.5,9,36,33,102,101.54,101.53,101.05,98.98,98.53,98.51,98.03,24100,21037.5,12650,1200,2.9,2.2,2.3,1.7,23.1,0,0,0,0,1.4,,,6,08:25:00,1736432700,8.42,16:47:00,1736462820,16.78,8.37,1,1,-2,-2,-17,-17,5,,,,,8,7.4,7,6,,,,
2025-01-08,-8.4,-12.68,-13.05,-17.7,,-28,85,82.7,82.5,80,-10.5,-15,-15.4,-20.3,49,30.75,33.5,18,40,18,103.09,101.8,102.05,101.02,99.95,98.72,98.97,97.99,24100,21429.2,14450,4800,2.1,2,2,1.9,31.1,0,0,0,0,0,,,6,08:25:00,1736346300,8.42,16:46:00,1736376360,16.77,8.35,1,1,-8,-8,-8,-7,6,,,,,8,6.3,4,0,,,,
2025-01-07,-14.6,-17.23,-16.55,-18.5,,-28,85,79.3,79.5,74,-16.9,-20,-19.2,-21.6,22,15.33,15,8,,,104.14,103.84,103.68,103.22,100.98,100.68,100.53,100.08,24100,20091.7,15250,6400,2.4,2,2.1,1.8,34.5,0,0,0,0,0.1,,,6,08:25:00,1736259900,8.42,16:45:00,1736289900,16.75,8.33,,,-18,-15,-21,-21,6,,,,,8,6.4,4,0,,,,
2025-01-06,-14.7,-19.92,-20.1,-25.5,,-35,80,69.4,67.5,55,-17.4,-24.3,-22.9,-28.5,22,11,13,4,,,103.85,103.66,103.68,103.51,100.69,100.47,100.51,100.34,24100,23833.3,22500,20900,4.1,2.9,3,1.9,38.1,0,0,0,0,0,,,6,08:26:00,1736173560,8.43,16:44:00,1736203440,16.73,8.3,1,1,-17,-17,-25,-25,9,,,,,8,6.4,4,0,,,,
2025-01-05,-20.7,-25.09,-24.9,-29.1,,-39,80,74.9,74,68,-25.2,-28.4,-28.4,-31.7,17,8.5,8.5,0,,,104.27,104.1,104.05,103.83,101.02,100.86,100.82,100.62,24100,24100,24100,24100,3.6,2,2.5,1.4,42.9,0,0,0,0,0,,,6,08:26:00,1736087160,8.43,16:42:00,1736116920,16.7,8.27,1,1,-22,-22,-26,-24,10,,,,,8,2.4,4,0,,,,
2025-01-04,-21.9,-26,-25.79,-29.7,,-40,78,75.5,74,70,-26.2,-29.2,-28.9,-31.5,18,13.96,14,10,,,104.2,104.11,104.12,104.05,100.95,100.88,100.89,100.83,24100,24033.3,23300,22500,2,1.5,1.6,1.3,43.8,0,0,0,0,0,,,6,08:26:00,1736000760,8.43,16:41:00,1736030460,16.68,8.25,1,1,-21,-21,-31,-31,10,,,,,1,0.4,0.5,0,,,,
2025-01-03,-19.5,-22.32,-22.65,-25.8,,-36,81,77.1,76,71,-23.4,-25.3,-25.7,-28,26,19.08,18.5,11,31,32,104.07,103.86,103.75,103.43,100.86,100.66,100.57,100.28,24100,23766.7,21700,19300,1.4,1.3,1.2,1.1,40.6,0,0,0,0,0,,,6,08:27:00,1735914420,8.45,16:40:00,1735944000,16.67,8.22,1,1,-19,-19,-30,-28,10,,,,,8,2.2,4,0,,,,
2025-01-02,-13.1,-16.2,-17.2,-21.3,,-32,88,81.7,82,76,-15,-18.7,-19.6,-24.1,34,20.5,23.5,13,35,31,103.42,102.89,102.92,102.41,100.27,99.78,99.8,99.33,24100,19025,13650,3200,1.2,1.2,1.1,1.1,35.2,0,0,0,0,0.4,,,7,08:27:00,1735828020,8.45,16:39:00,1735857540,16.65,8.2,,,-13,-13,-22,-20,6,,,,,8,6,4.5,1,,,,
2025-01-01,-10.9,-12.99,-12.9,-14.9,,-23,87,83.9,83.5,80,-13.2,-15.2,-14.9,-16.7,30,18.5,19.5,9,37,30,102.39,102.18,102.15,101.92,99.31,99.11,99.09,98.88,19300,9345.8,10450,1600,1.4,1.2,1.2,1.1,30.9,0,0,0,0,0,,,6,08:27:00,1735741620,8.45,16:38:00,1735771080,16.63,8.18,,,-10,-10,-15,-14,5,,,,,8,7.1,5.5,3,,,,
